Age,Income,HouseholdSize,CityAreaSize,MeanCityIncome,MeanCityHousePrize,MeanCityHouseHoldSize,MeanCitySqFtPrice,NumberCars,InternetTrafficVolume,MortageVolume,AccountSpending,CreditCardSpending,HelpHotlineTime,CustomerSince,GrocerySpending,StockVolume,CreditVolume,NASDAQInvest,USAXSFundInvest,BranchVisits,AppLogins,ATMVisits,TimeOnlineBanking,ServiceFees,SocialMediaInter,Bitcoins,NFTs
40,75993,1,450100,235000,446807,2,5827,1,114,235523,765.585484696258,534.889377292111,10.4385239946161,3,416.119799549199,5446.55653949866,3493.17930388279,4499.93217027109,1028.95334734934,1,107,3,225.100249574729,115.469389029284,55,0.4935,9
36,77238,1,453378,235000,447995,2,6506,0,114,266206,837.571706605084,528.347970765552,11.5240032312099,3,433.750751281355,5586.9418005296,3513.30397163072,4516.93390033331,1039.76412877098,3,109,3,223.211289622425,118.283182315,55,0.49,8
40,72289,3,462360,235000,449052,2,6146,0,116,237151,894.313686778452,583.861727253101,10.3118779809182,2,429.438632863902,5402.9593170225,3499.42730794422,4496.89719290685,1056.85305166822,1,114,3,224.620639490541,110.759286232492,56,0.5128,9
41,73768,2,456066,235000,450423,2,6163,0,116,245918,733.22820436646,549.441305387365,10.3200691321702,3,438.735819187455,5536.47102463851,3505.774946226,4517.77473602076,1048.71446506424,1,115,3,223.245977830453,111.615621117478,56,0.4903,9
34,75692,2,453055,235000,449077,2,5917,0,114,265072,594.630065291891,541.536632751905,10.0117510057904,3,429.542897175404,5545.16210401745,3513.17587261697,4518.86521457208,1049.00825294512,3,116,3,225.513721223255,112.931861749479,56,0.4927,10
43,75673,3,453627,235000,452119,2,6534,0,115,242523,623.313888656336,539.313375047325,10.5904428764819,2,440.047197267133,5538.64205562942,3504.97687206034,4513.57561814377,1041.8552428428,2,126,3,224.132158468569,111.087129076583,55,0.5049,10
39,76171,2,452966,235000,454385,2,6467,1,117,258777,810.336368982654,558.512529256701,11.3336514855891,3,393.453483675123,5483.11325346667,3504.0129409881,4508.54556111643,1038.32449079454,2,115,3,225.484936696353,110.965291521955,56,0.5003,9
37,75772,2,453817,235000,449776,2,5913,0,114,251760,874.933096901775,531.836198788975,11.5478949877384,3,412.820917678572,5422.39774634707,3492.85058444204,4498.73276820397,1032.15967553826,1,108,4,221.14092293796,114.110437161658,56,0.4939,10
38,75470,2,453221,235000,449790,2,6246,0,115,234095,815.941383799573,532.1274722143,10.3180253482282,2,444.124986191487,5601.43088854859,3503.81414658511,4487.57771066449,1033.71226496624,0,107,2,223.128663119926,107.993022694432,55,0.4949,9
35,71898,3,452184,235000,455510,2,6248,0,115,241086,786.121701279895,564.400756028466,10.2479700034525,3,420.995769832971,5435.09843264291,3510.36895900912,4493.94860093518,1045.87463636533,2,116,4,229.527388176568,112.130224093508,55,0.5125,9
35,77218,2,452854,235000,451542,2,6302,1,114,239994,778.8231097253,572.374587285389,10.314575634816,2,402.808613533673,5566.43423118329,3510.52087950899,4513.43872708116,1039.21296877449,0,115,4,223.141618865039,108.680332415725,56,0.4916,9
39,77014,3,453131,235000,447506,2,6231,0,114,253373,757.415729075027,577.615555829462,11.2414932202568,3,448.961502957607,5581.90199474628,3491.95335741634,4514.93941758585,1048.83831781984,1,118,3,227.926791553827,108.046879910699,55,0.5036,8
37,77610,2,450398,235000,447985,2,6462,0,116,249314,808.232212341013,576.075388216148,8.47274470534557,3,416.419139188885,5567.3132980305,3508.423451767,4514.25444853785,1062.36708677923,4,116,3,224.089942754137,115.838197915286,56,0.5068,9
34,75548,2,455613,235000,447961,2,6438,0,115,255594,828.584314896067,532.773172202505,10.4193979485636,2,391.513867487143,5523.55138293695,3500.71474444553,4506.55891566913,1059.44983570193,3,114,3,228.283011615433,119.153699758939,56,0.4999,9
39,76279,2,456531,235000,451287,2,6129,1,116,243474,840.450235409405,555.250726496147,9.35395381145701,2,417.439846844461,5435.61234471842,3486.27964093507,4504.81190709892,1046.21623403525,1,121,3,230.438331540134,107.84434611436,55,0.507,9
37,73379,2,450025,235000,447868,2,6059,0,116,247701,808.931561906981,573.139515921543,10.0921736004007,3,418.138381726263,5652.09088803115,3502.22589989623,4489.46753331708,1068.65409961386,2,117,4,228.793120696711,111.110978402325,55,0.5096,9
37,71991,1,450597,235000,443647,2,6466,1,114,252779,857.78969654031,559.360087185605,9.59216717883312,2,440.236522090066,5564.26589112775,3515.81697901578,4503.6162565375,1044.76091066371,0,117,4,221.568543191714,107.090929240687,56,0.5113,8
38,72137,1,452743,235000,450821,2,6429,0,113,259545,752.156677153869,557.570364211862,10.8252717480916,2,421.83330727578,5422.70890104555,3507.43484575303,4498.08212433502,1078.15466698513,2,111,3,222.778374343068,110.528657579381,55,0.4985,9
40,73658,1,457047,235000,457034,2,6272,0,116,240812,751.358889288555,561.254024258112,9.77325740828805,3,406.707833840649,5419.37059839157,3482.36516641815,4490.12224882686,1060.85114665324,3,119,3,228.094403119182,107.478719495045,55,0.5015,9
31,74830,4,451727,235000,457263,2,6020,0,114,254429,877.29368918363,550.244601804844,11.053164691245,2,423.747662800309,5435.80476354417,3500.3023708955,4521.34847871047,1061.60830869515,1,120,4,226.391009366603,111.472776086013,55,0.4834,9
34,75291,2,451598,235000,440711,2,6694,1,115,262721,843.982960437177,540.372480888115,9.5761679321491,3,433.89588098543,5468.09999932723,3487.7249002268,4507.94678664407,1059.64154617431,1,116,3,222.733457993894,118.244229236358,56,0.4981,8
37,75215,1,450586,235000,448904,2,6088,1,116,239758,694.348574455371,553.41363724239,9.61164076796246,3,446.608293650143,5457.12937176353,3511.34605005278,4506.64595148054,1065.76505443574,2,122,3,223.703553179577,113.515551049758,55,0.5029,9
33,75698,4,450005,235000,455504,2,6493,1,116,247105,938.254983466119,559.51351689843,9.71909466063872,3,422.091578147113,5355.0615268045,3500.5868811294,4500.79897953744,1048.00507909089,1,119,3,220.784137603546,114.676032850846,56,0.4951,9
44,74212,2,454491,235000,457216,2,5865,0,115,262495,631.622984616604,549.912417505231,11.5921505823584,3,419.183652451774,5407.08843480823,3498.20087036039,4497.56289644252,1048.47199018276,1,114,4,225.11883519681,112.498819795406,54,0.4975,9
39,78376,2,450099,235000,446382,2,6741,0,114,253472,814.847039476078,579.84202093234,10.5623158250665,3,445.688655255597,5559.91392525956,3500.90468409193,4490.68111824054,1047.50490628042,1,125,2,225.419963398108,109.584566611151,55,0.5154,9
34,73868,1,461152,235000,439910,2,5980,1,116,245446,825.280270894814,545.612881396365,11.2784049809242,3,407.313973615313,5609.46229722008,3497.71806989132,4472.04861776225,1047.00892326285,1,114,4,222.236746243469,104.638406752695,56,0.5016,8
35,75239,3,451140,235000,440890,2,6703,0,116,245442,729.570290851511,546.333177463691,10.0990187150334,2,438.945279109603,5472.59978440957,3498.8088986079,4509.34764265586,1068.36086754448,3,113,3,224.285184702406,111.961154700462,56,0.506,9
34,74701,2,451766,235000,444894,2,6417,0,116,270471,786.845815954749,552.243564106009,10.8039422589398,3,431.304768380307,5358.59904477767,3499.56479301576,4506.36883036796,1055.78134940926,2,118,4,224.679534070949,112.491665602874,55,0.4883,8
43,74185,2,450690,235000,445642,2,6071,0,114,249917,788.821477083784,548.808719841905,9.83551704034466,3,410.983378350801,5419.07139216175,3498.63315470267,4494.14163313009,1054.67380739507,4,117,4,226.90891528829,114.619683384996,55,0.4964,9
38,76277,2,457383,235000,451932,2,5948,1,116,255146,887.206059837547,533.150457460138,9.80833404023548,2,402.38933832869,5431.77156117222,3509.56055867327,4507.20688639501,1037.7113093723,1,113,3,227.045058144746,112.730248965116,56,0.5058,8
43,75630,3,455023,235000,455114,2,6208,1,114,277229,706.288437473158,566.451347582124,10.7888356211153,2,414.430579371356,5401.21151068138,3492.54673461938,4493.3952293189,1044.35025835605,1,122,3,224.067081376655,117.022207443992,56,0.5018,9
37,74444,1,453069,235000,449833,2,6739,0,115,251465,818.46964359084,561.588096438701,10.7468586338982,3,425.485634886012,5600.38296215906,3501.34674349266,4501.69400011607,1053.47051143143,1,111,4,223.278136687048,103.325035457232,55,0.5089,9
34,72102,3,453341,235000,456746,2,6317,0,115,246178,786.89705416948,554.222527292928,11.2015893888759,3,436.125042730425,5560.16259575009,3513.08337384981,4503.17067503072,1049.64064785691,1,120,4,224.759610960221,116.990302584172,56,0.5249,9
39,72667,3,454666,235000,458889,2,6824,0,115,252902,882.021890342927,525.06295077666,10.1060047525619,3,420.272155269448,5527.9877490495,3503.28897566384,4485.16806969755,1048.1379352135,2,119,4,224.1843060258,108.372062773793,55,0.499,9
40,72817,3,454971,235000,457175,2,6144,1,116,270378,722.566222978487,567.062925561467,7.93613299994743,2,416.651238264661,5522.36961461823,3498.67675488187,4506.22953522498,1053.22735555018,1,113,3,224.565513091587,120.818116944672,55,0.4829,9
36,74825,2,455370,235000,455123,2,6572,1,115,259795,697.021010979279,542.003880424947,8.56320265031614,2,405.950951538131,5556.98690018823,3506.43766127193,4478.03366926835,1065.52509744569,0,116,2,227.213124226491,108.263897559717,56,0.4992,9
30,76088,3,454038,235000,445931,2,5526,0,115,244321,806.166540286016,556.693344279801,9.98765203260537,2,454.133556925017,5496.32086746129,3498.2979901135,4512.12468198157,1046.32317967213,1,117,3,227.468769497662,103.053704423261,55,0.4936,9
29,74177,4,457582,235000,447354,2,6171,1,114,240003,733.10762957025,533.735529192747,11.1755780818076,2,426.414381198268,5556.09237771411,3505.04303301787,4497.30858036454,1049.16014408776,1,107,3,219.989004609827,109.178190243239,55,0.5042,9
37,71395,1,451534,235000,448510,2,6278,1,114,250398,791.617876124747,544.668945742695,11.1724255834118,3,406.806301682823,5593.61047964856,3496.91366002126,4495.98122878582,1059.4938689323,0,116,3,227.80817623794,105.280672958082,54,0.5087,9
33,74779,4,459114,235000,442818,2,6172,0,115,241474,735.12252650776,532.152682435221,10.8354648202976,3,403.32075202985,5373.45625140784,3500.66543749254,4495.07981154552,1068.05559009745,1,116,3,225.756953031604,109.526568312699,56,0.5099,9
39,75777,2,453479,235000,460571,2,6254,1,114,259477,883.617080024365,557.486198664744,9.92033689310541,3,460.172985102306,5619.20888358419,3503.19451789769,4484.51677633701,1032.20575292887,3,112,4,224.22886232871,113.482802534744,56,0.5058,9
39,75899,2,454076,235000,453216,2,6055,0,115,265384,870.095065494106,548.762391339664,10.5559475097475,2,418.880797294698,5319.06013341274,3503.03458544458,4487.37686711411,1043.70806128112,2,109,4,221.988391133517,113.360748409016,55,0.5187,9
35,74851,2,452067,235000,450482,2,6407,0,115,236074,835.370003907373,535.193385019274,10.4569297433702,3,413.183753743641,5481.42296115706,3519.63924109798,4514.60446638651,1044.34309060478,1,113,3,221.811124032268,114.23752911993,55,0.5071,8
34,76545,2,453418,235000,447630,2,6379,0,114,253773,764.910426850496,526.962441160277,11.6382122316021,1,416.637203128432,5473.98995566887,3505.73318672334,4487.07865470354,1036.99910359952,2,108,3,226.31461637949,108.190827497466,55,0.4938,9
42,76326,2,453315,235000,446519,2,6033,1,114,266440,836.568135037715,549.791882100899,8.78084817770764,2,424.685728276542,5462.27773023064,3488.96714117935,4495.07373480934,1047.90287848135,0,115,4,225.347056541388,110.056165407024,55,0.5087,10
34,74799,3,454622,235000,456178,2,6531,1,115,251357,864.208364545314,553.675059386917,9.89066177773346,2,416.827785443409,5496.73657926627,3495.43703200941,4484.22021173796,1061.5932829639,1,112,3,226.64391673694,111.773433067632,55,0.5043,9
36,77124,3,450259,235000,444442,2,5882,1,113,254598,833.867947562666,543.61223085623,10.9426502696011,2,438.242782341319,5546.94400468452,3500.50432076046,4477.85154255749,1043.76451252803,3,113,3,223.581578409173,102.571918314233,56,0.5122,10
35,69741,2,456038,235000,449999,2,6309,0,115,241853,770.0235563559,567.624458478486,10.46726776588,2,407.049778059797,5501.7789799873,3495.84446784834,4504.21006479123,1041.2317204797,1,109,3,225.398596215992,110.148740706393,56,0.4955,9
33,72009,3,450645,235000,452746,2,6909,1,115,250385,792.256061196256,575.33734998861,9.43596219294876,3,397.5807965363,5439.2018982095,3504.36940037648,4516.19800873972,1044.97266076249,3,104,3,219.989312336051,115.117610414446,56,0.4916,10
36,73590,2,454855,235000,457293,2,6639,1,116,235590,686.132651652799,523.619676270536,9.61059909892427,3,414.524316661817,5464.21821414287,3495.63088512381,4491.84083865699,1054.67720521352,3,115,4,222.498917261468,115.049667684158,55,0.4946,8
38,72502,2,452814,235000,446705,2,6404,1,115,237963,847.66965276041,549.957277199818,9.64370737414845,2,419.017220400896,5453.54565954646,3504.02108204143,4478.21082658948,1063.39108142178,1,111,4,224.589844286141,111.165773575902,55,0.4987,10
37,74433,1,454816,235000,440218,2,6096,0,115,241724,833.987599747816,575.696638155986,11.1759608838255,3,402.873122822816,5551.25662023372,3512.82336216352,4519.50477894208,1059.56549398995,3,118,4,223.496755748938,108.470805119721,56,0.5097,8
35,73788,2,452276,235000,449803,2,5939,1,116,252153,937.722403475207,553.736123418782,8.48122213159674,2,416.77304172861,5525.19334363851,3508.85377194924,4483.31386216929,1051.21686772902,2,121,3,223.602477976298,105.683617395137,56,0.5035,9
36,75284,2,455552,235000,448299,2,6658,0,117,247191,796.063590801384,552.198573769884,10.8838634466608,2,431.614425592981,5615.76345943302,3506.96771199556,4504.98848736492,1060.04334689338,1,111,2,223.685075191942,108.415043411417,55,0.5145,10
39,76770,1,455850,235000,452357,2,5957,0,115,248739,718.133423329361,547.300923492848,8.19275043466833,3,405.020169895965,5365.6561929013,3482.79137765325,4520.92679941791,1042.56596240444,2,113,4,222.265898996968,108.66347197219,56,0.5116,9
35,75791,3,453573,235000,461081,2,6744,0,114,273506,937.348293871223,527.057724876476,10.568970976318,2,430.519440435613,5416.92731333414,3508.29504838575,4495.09970033848,1052.86454410811,2,111,3,224.129984488344,109.12742101549,54,0.5017,10
38,77251,2,460015,235000,447507,2,6299,1,116,236893,651.151852409849,553.417908391197,12.7413727224613,2,441.636275870661,5452.50629666666,3503.00046493614,4503.82051718698,1044.62507990042,1,112,2,222.332298380084,104.573714414988,55,0.5058,9
44,74437,1,454487,235000,446954,2,6458,0,115,245370,836.229169012329,569.195847694742,10.3051274023321,3,418.848088832428,5506.93772236211,3497.82306803101,4494.08983967724,1035.70326363329,2,118,3,221.165373871238,104.274926139508,56,0.52,9
38,74695,3,457923,235000,450556,2,6144,0,116,256755,771.119740535673,551.105542308534,12.2035330054296,2,424.342296922512,5488.26567187536,3491.14747758389,4495.42784406716,1057.33635666236,2,112,4,226.427673272893,105.63342295001,55,0.5031,9
34,76787,1,456206,235000,447598,2,5783,1,113,244686,758.889579738039,543.335313303486,9.04366380630412,3,418.385161283375,5536.40392956747,3502.77971605856,4509.21005931427,1058.41776713063,2,114,3,223.769407853806,110.420140656248,54,0.5103,9
43,77537,3,450684,235000,455442,2,6530,1,115,252340,734.717488350428,553.41941190459,9.97122741582188,3,433.431055380426,5475.33491909293,3491.94501270823,4488.57813642225,1044.50390336657,3,116,2,227.30680598547,107.057237565545,56,0.4781,9
42,76192,1,454741,235000,451501,2,6164,0,114,237197,672.170935028038,534.489739409946,9.59029068265905,4,464.359250864392,5495.92166237635,3492.68423831792,4505.34283783854,1052.00441113652,1,114,3,223.327050593142,116.006915012755,55,0.5116,9
38,75711,2,453734,235000,452498,2,6375,1,115,240442,811.115750536785,556.146302892648,10.1430149311028,3,431.167233750764,5510.70719338798,3498.06127935057,4497.88640380816,1056.00045323086,3,113,3,226.593638672715,111.994049348155,54,0.5125,9
38,74453,2,456883,235000,441484,2,6148,0,116,223969,794.479041351682,584.501918855448,10.195209369957,3,411.047642724503,5597.58952951971,3499.31383934769,4518.21349177208,1048.03844596768,2,114,3,226.466852766667,113.90375471542,55,0.5121,9
39,74099,2,452318,235000,453730,2,6472,1,115,261479,846.955380978877,556.500783189342,10.6606709516357,3,432.79699497359,5598.62832200762,3504.05474057842,4492.88950465113,1053.30061211549,3,111,2,225.626436658785,102.990758019687,56,0.5112,9
41,73718,3,451960,235000,458769,2,5403,0,114,249809,661.007587775459,532.043563009867,10.1903208337172,2,417.525864023274,5469.96789210229,3499.45459863291,4495.09100159415,1042.86822137612,1,114,3,225.476901218007,111.875386778995,55,0.5183,9
40,76785,2,460939,235000,452292,2,6125,0,115,229398,820.245714801279,532.159791087738,11.8074229604671,2,414.300218938139,5472.89732594614,3497.27026303948,4480.27051617833,1057.80053539125,2,109,4,224.583828318689,109.735718097233,56,0.5066,8
37,74530,3,457211,235000,458704,2,6074,0,115,252178,808.784856792459,553.237491886072,9.82794989287739,3,451.431134457157,5458.4783011301,3498.49289228818,4495.31802950208,1048.90475869222,1,118,3,224.155420136532,104.558217965278,55,0.5176,9
43,75512,2,453968,235000,448409,2,5471,0,117,252397,833.415768793976,547.534817620824,9.02328916255097,3,415.953136660949,5457.88337004344,3498.97759455224,4502.87518900708,1045.85373993576,1,112,2,227.779387530069,104.886167245266,56,0.4973,9
33,73128,3,450069,235000,446940,2,6106,0,114,246180,877.483164961051,534.452967046629,9.53031540447653,3,421.173395554034,5428.24151521145,3527.0557171094,4494.6417688063,1045.90974170447,1,116,3,226.70489199655,117.953701415214,56,0.4835,9
37,75656,2,456899,235000,447147,2,6007,1,117,262759,842.19008685292,587.483427341165,9.75361298215744,2,432.625200397243,5503.1501979675,3501.50948788855,4492.75493448175,1034.62064225009,2,118,3,227.405519344124,109.37814904889,55,0.4963,10
37,74798,3,450770,235000,454619,2,6124,0,114,246626,679.234760994288,565.536637347805,9.56229397206328,2,420.467337263926,5500.36713222425,3518.73188995273,4495.99267898277,1049.68880099425,1,114,2,228.672866002171,113.276981711048,56,0.5017,9
33,77476,1,451705,235000,444981,2,5606,0,114,253191,754.398543380442,553.714357534177,9.89826241013713,2,423.512149880258,5496.25241004875,3490.92522475202,4492.90310300466,1056.29058783118,2,117,4,228.501699238076,109.445251306597,55,0.5025,9
38,73399,2,451902,235000,454270,2,6349,1,115,237776,824.946868688793,555.593539148768,9.75528438854505,3,431.063221123979,5590.20520906523,3486.16484068794,4495.09197391702,1067.2639065956,3,116,3,226.334576530075,104.640550813835,55,0.5001,8
37,74246,2,454497,235000,448913,2,5944,1,115,250231,778.637647830625,581.295018069867,8.95188909018679,3,415.374664870941,5485.04272789234,3486.44204779711,4504.1496005498,1044.1578429699,2,115,4,221.960601336469,105.566679997934,56,0.5052,9
35,74857,3,450474,235000,449594,2,6510,0,113,252014,762.576554309392,529.314553623359,9.98292470235209,3,405.01970023824,5484.49724272096,3508.46191413728,4503.60055488489,1050.24602667209,3,108,3,226.487490236567,111.562123415596,56,0.4965,9
46,78249,3,456202,235000,453484,2,6704,1,114,261152,842.04365399895,550.131908776417,11.2035551696525,2,440.372165238732,5686.5742481439,3500.3158480909,4493.97772614613,1042.51564711362,0,114,4,222.714521594546,112.205541709092,55,0.4913,9
33,75338,1,454757,235000,449967,2,6306,0,117,236708,1001.31446149222,537.691144034376,9.83616277511936,3,414.65618769481,5585.84321224241,3481.52006217674,4494.97615213156,1058.5464822239,3,121,2,226.59653450081,102.374838011689,55,0.4852,9
41,75294,1,450657,235000,449969,2,6132,0,116,246508,952.883152734246,535.200268362804,8.67626514006629,2,417.582113343079,5341.9051769505,3492.84304436616,4508.41961566302,1051.98206369895,1,113,3,224.850036720905,114.71537353938,56,0.5129,9
45,77772,4,454072,235000,448246,2,6056,1,115,268388,851.511181485664,541.475334173875,11.8375115154302,2,432.007788914868,5505.40663304497,3492.87696825336,4521.09752843537,1050.91260782807,2,110,4,228.842270444846,106.366652518078,57,0.4868,9
34,74812,1,450769,235000,451069,2,5917,1,115,243997,926.077609172918,525.301340531405,10.8000247556087,3,433.183584291803,5512.3140237206,3505.49183430167,4511.93363095669,1038.59909439096,2,119,3,223.997148102216,113.862249137528,55,0.4956,8
37,73322,2,457852,235000,455851,2,6110,0,114,255322,789.354345067058,554.691173938265,11.5324285494863,3,447.976169656938,5498.10531862295,3501.94161140681,4497.39225659962,1054.61378654671,2,114,3,231.125495343086,113.458738154049,55,0.4988,9
40,75774,3,450825,235000,444011,2,6554,0,115,251015,914.667698161184,530.488091150191,10.6351658128785,3,441.232826216343,5521.35733655076,3492.45759529729,4505.08589770019,1040.28578852495,2,113,3,222.858062940857,97.9135832476474,56,0.5169,9
41,73201,2,450328,235000,452376,2,6169,0,115,239930,949.02595150512,582.565813464498,9.04369214646906,2,434.043980472756,5451.3993109786,3499.92389954108,4488.04304917319,1051.88663571391,0,116,3,226.679333842042,108.709876169736,55,0.4884,9
44,74138,3,455240,235000,455167,2,6674,0,115,246627,624.550572738234,551.641573406806,10.569504485522,3,404.341837666289,5586.14828383251,3493.0529367076,4492.86085832341,1026.85234052377,1,111,3,229.087111988136,113.919932025377,55,0.5021,9
37,76435,3,456815,235000,440774,2,6226,0,114,242724,810.849873000298,560.713516324169,11.0926397086818,2,418.874725232997,5665.75840282761,3525.65898709211,4505.55071755075,1049.01183966798,2,118,4,225.526840784933,104.43295313453,56,0.4909,9
38,71950,3,457165,235000,449223,2,5705,0,113,236659,710.209182600278,534.034468675224,9.89271799425938,2,446.222032148323,5618.1760802881,3494.77919961031,4500.58620049298,1067.64881634471,1,120,3,226.559348564865,102.416481908608,56,0.5011,9
37,73715,2,450731,235000,454626,2,6013,1,114,265860,608.643061099459,501.714653226459,10.6968545797641,3,442.49231996805,5474.54807627776,3482.04940257946,4500.80938966912,1052.97063239343,2,122,3,220.680282079666,102.113655030502,56,0.5009,9
39,73657,2,453814,235000,454039,2,5362,0,113,250305,752.063181815144,541.507110720808,10.3247286639532,2,440.865049261545,5484.39465798042,3484.93800891706,4507.22200424661,1049.88360255351,2,115,3,227.501459648959,110.732787706552,54,0.5267,9
39,75737,2,451396,235000,444748,2,6004,1,116,248097,808.037406280133,558.770635184287,8.74573624238684,2,440.414436324527,5504.63598034601,3506.16471158174,4502.46172364733,1045.63860308318,2,116,4,223.828833815481,103.070300348314,55,0.4944,8
40,76060,2,455340,235000,451069,2,6107,0,114,256555,753.795737352755,522.170672140527,10.1557008718924,2,407.099011762631,5437.78371881618,3502.01609422857,4495.33944554631,1052.2315620572,2,110,4,223.899719176348,112.586000861814,56,0.5083,9
37,74059,2,451531,235000,441710,2,6595,1,115,222270,857.683787401559,547.498394718058,12.5854513958799,3,413.949110734971,5504.19875734219,3506.16208487847,4490.12102416382,1046.4247214848,1,123,3,225.82545382066,103.509334817009,56,0.5192,9
41,74404,3,451192,235000,453513,2,6033,0,116,242624,752.000775098496,549.046926420205,9.76028682463411,3,413.609844360199,5651.56616762637,3494.29414039717,4492.3134380639,1061.76171123722,0,120,3,225.314430646425,112.466745824296,55,0.479,9
31,74677,2,452662,235000,444508,2,6696,0,116,222139,813.59913569006,564.187767051838,8.14240101746443,2,402.712471955674,5429.94158803071,3475.31856284007,4500.37776233238,1046.18635250171,2,113,3,222.992562386255,111.805010900728,55,0.4989,9
38,74069,2,453709,235000,449832,2,6041,1,115,242991,740.349707740043,559.521400878644,9.49578058771639,2,393.713736519496,5464.70481518052,3513.80621490854,4502.82389200798,1046.89023157149,0,117,3,222.681613849553,109.407695055839,56,0.5118,10
41,75634,2,452977,235000,450916,2,6320,0,114,256789,891.79392101799,541.767720072782,10.1945464433645,3,416.011387408573,5517.79316604177,3500.87118550366,4502.6716111238,1050.50396104691,0,113,3,226.014982429142,101.627908320425,55,0.5041,8
33,75443,1,451225,235000,449075,2,5478,0,114,265204,862.515338380224,534.478681064225,10.8319518389839,3,413.416648367604,5673.2916062857,3517.64076743265,4503.21562646249,1054.34603767848,1,116,4,226.069957667161,109.043720954971,55,0.4971,9
33,75832,1,452619,235000,452364,2,6225,0,115,236277,769.862527818634,553.61571258033,8.69127162225935,2,425.786381970554,5588.75750262504,3494.54406914484,4504.28243185807,1044.46772689016,1,117,3,225.073734423335,110.691724577437,55,0.5132,8
37,76641,3,455939,235000,454616,2,6122,1,115,242102,795.876604877343,555.828452206412,9.68983640247028,2,432.356846522103,5406.45662445999,3481.90678759281,4495.30368743481,1039.83448017042,2,116,3,224.811061633311,113.577605250176,56,0.5053,9
36,75426,1,451297,235000,450070,2,5782,1,116,259577,848.819439466237,543.73334698659,9.20281495950687,3,432.352985592003,5476.27824454257,3499.306089426,4509.816470769,1057.05005171336,0,109,3,227.558079301599,116.785124759818,56,0.5083,9
34,74176,3,455774,235000,447611,2,5805,0,113,245602,831.951800584058,565.076012823216,11.2021089779726,3,431.839060944394,5463.07095774307,3501.69167410376,4516.73903484827,1049.08090970155,2,110,3,224.505152936135,95.4477531425452,55,0.4867,9
41,75963,2,455439,235000,456184,2,6147,0,114,256322,843.526754272086,559.663338669105,10.0214850112485,3,436.679769244328,5344.79595672532,3509.04242671965,4487.51394474677,1034.33873412164,0,115,4,224.926452687425,109.968038846319,56,0.5067,9
35,75569,1,460635,235000,448670,2,6549,0,114,236102,833.213497272495,524.741146747102,9.56354900380343,2,419.04450763621,5518.37512187173,3510.11762263534,4500.69881683616,1056.10798895219,2,104,3,222.029231830809,107.182717060664,54,0.4972,8
39,73075,2,450893,235000,447810,2,6380,0,115,241133,853.529845080948,556.119763991779,11.8767109988284,2,406.898547619574,5446.18135282348,3489.04833270206,4494.12164152875,1046.62874469112,2,120,2,224.553401220109,109.690444308962,56,0.4868,9
44,75222,2,456160,235000,455250,2,5962,1,116,253616,827.037464912588,558.164142030139,11.1088186721326,2,411.80749842768,5540.04230154317,3504.7433615323,4498.49446370873,1047.09584375195,1,114,3,223.976566195827,101.972895075517,55,0.5088,9
32,76900,2,451036,235000,456034,2,6128,0,115,238395,786.043592396784,555.412706976825,9.75244451241683,2,413.40372074417,5549.14622212476,3499.34819953608,4505.0075789919,1060.36273498648,0,117,3,221.451107312809,103.421439072801,55,0.4842,8
33,77974,1,451714,235000,448419,2,6360,0,115,247347,815.847014364806,532.083677604767,10.1374428125288,3,437.0416965291,5453.77681260617,3496.34980716589,4496.30602028284,1050.1407854217,2,108,3,222.27325139387,104.76058643432,56,0.4892,8
37,75689,2,451345,235000,459959,2,6337,0,115,257271,813.564452730858,555.364099916805,10.2630985201005,3,397.850477526672,5437.11659682112,3502.29320843315,4500.46539095694,1047.69953976795,1,122,4,225.989795578137,109.116273256346,55,0.5251,9
36,77232,1,457439,235000,446071,2,6244,0,116,241020,790.874183304421,569.054398403124,10.7252135444451,2,412.296274042515,5494.48824914927,3513.76971260056,4500.41366463558,1038.69269189259,3,119,3,225.420307221328,105.732377522603,55,0.5132,8
37,71898,2,453227,235000,452416,2,6408,1,115,263138,767.427271013692,556.402696399858,8.55794178804745,3,415.413101998434,5578.73822839363,3512.23367790276,4481.88517228992,1050.33065183889,1,116,3,227.161644597499,115.628131350222,56,0.5061,9
41,73924,2,461882,235000,449048,2,6212,0,116,259421,720.344102333846,559.108620644172,10.2914547548749,3,427.920059729763,5356.99900528849,3495.55476915172,4495.92237813258,1058.6389645578,3,120,4,227.487268431507,102.866062835375,55,0.5124,9
34,75376,3,454182,235000,454684,2,6322,0,115,266307,783.07009675618,533.569165652813,11.6132871676379,2,426.097295888719,5461.27316766117,3484.87922683021,4495.32532753242,1046.64146956664,1,115,3,224.022925784989,113.392580899972,56,0.508,9
42,76127,2,452638,235000,446085,2,6314,1,115,245112,931.156007870562,543.70128614637,9.95209625927345,3,419.848130021632,5390.40883605879,3496.94542418461,4486.95104330884,1047.96219181659,2,113,3,223.157637181482,115.620962916524,56,0.497,9
40,77721,2,450628,235000,458594,2,5837,0,114,257321,744.400235001789,526.485162072442,9.5431590810528,2,434.074051841793,5569.97953976001,3495.92783268472,4493.15505134281,1056.73514590947,3,113,3,224.689743367302,107.540454592472,55,0.4995,9
